Case;Atividade;Inicio;Fim;Tempo(s)
86;Alimentacao de Maquina;19-01-2012 10:51:24;19-01-2012 10:51:34;10
86;Parada de curta duracao;19-01-2012 10:51:34;19-01-2012 10:51:39;5
87;Maquina trabalhando;19-01-2012 10:51:39;19-01-2012 10:52:23;44
87;Retirada do Produto;19-01-2012 10:52:23;19-01-2012 10:52:23;0
87;Alimentacao de Maquina;19-01-2012 10:52:23;19-01-2012 10:52:33;10
87;Parada de curta duracao;19-01-2012 10:52:33;19-01-2012 10:52:39;6
88;Maquina trabalhando;19-01-2012 10:52:39;19-01-2012 10:53:23;44
88;Retirada do Produto;19-01-2012 10:53:23;19-01-2012 10:53:23;0
88;Intervalo;19-01-2012 10:53:23;19-01-2012 10:56:33;190
88;Medicao;19-01-2012 10:56:33;19-01-2012 11:06:33;600
89;Maquina trabalhando;19-01-2012 10:56:35;19-01-2012 10:57:20;45
89;Retirada do Produto;19-01-2012 10:57:20;19-01-2012 10:57:20;0
89;Alimentacao de Maquina;19-01-2012 10:57:20;19-01-2012 10:57:30;10
89;Parada de curta duracao;19-01-2012 10:57:30;19-01-2012 10:57:36;6
90;Maquina trabalhando;19-01-2012 10:57:37;19-01-2012 10:58:20;43
90;Retirada do Produto;19-01-2012 10:58:20;19-01-2012 10:58:20;0
90;Alimentacao de Maquina;19-01-2012 10:58:20;19-01-2012 10:58:30;10
90;Parada de curta duracao;19-01-2012 10:58:30;19-01-2012 10:58:34;4
91;Maquina trabalhando;19-01-2012 10:58:34;19-01-2012 10:59:18;44
91;Retirada do Produto;19-01-2012 10:59:18;19-01-2012 10:59:18;0
91;Alimentacao de Maquina;19-01-2012 10:59:18;19-01-2012 10:59:28;10
91;Parada de curta duracao;19-01-2012 10:59:28;19-01-2012 10:59:38;10
92;Maquina trabalhando;19-01-2012 10:59:38;19-01-2012 11:00:22;44
92;Retirada do Produto;19-01-2012 11:00:22;19-01-2012 11:00:22;0
92;Alimentacao de Maquina;19-01-2012 11:00:22;19-01-2012 11:00:32;10
92;Parada de curta duracao;19-01-2012 11:00:32;19-01-2012 11:00:38;6
93;Maquina trabalhando;19-01-2012 11:00:38;19-01-2012 11:01:22;44
93;Retirada do Produto;19-01-2012 11:01:22;19-01-2012 11:01:22;0
93;Alimentacao de Maquina;19-01-2012 11:01:22;19-01-2012 11:01:32;10
93;Parada de curta duracao;19-01-2012 11:01:32;19-01-2012 11:01:43;11
94;Maquina trabalhando;19-01-2012 11:01:43;19-01-2012 11:02:27;44
94;Retirada do Produto;19-01-2012 11:02:27;19-01-2012 11:02:27;0
94;Alimentacao de Maquina;19-01-2012 11:02:27;19-01-2012 11:02:37;10
94;Parada de curta duracao;19-01-2012 11:02:37;19-01-2012 11:02:39;2
95;Maquina trabalhando;19-01-2012 11:02:39;19-01-2012 11:03:23;44
95;Retirada do Produto;19-01-2012 11:03:23;19-01-2012 11:03:23;0
95;Alimentacao de Maquina;19-01-2012 11:03:23;19-01-2012 11:03:33;10
95;Parada de curta duracao;19-01-2012 11:03:33;19-01-2012 11:03:36;3
96;Maquina trabalhando;19-01-2012 11:03:36;19-01-2012 11:04:20;44
96;Retirada do Produto;19-01-2012 11:04:20;19-01-2012 11:04:20;0
96;Alimentacao de Maquina;19-01-2012 11:04:20;19-01-2012 11:04:30;10
96;Parada de curta duracao;19-01-2012 11:04:30;19-01-2012 11:04:42;12
97;Maquina trabalhando;19-01-2012 11:04:42;19-01-2012 11:05:26;44
97;Retirada do Produto;19-01-2012 11:05:26;19-01-2012 11:05:26;0
97;Alimentacao de Maquina;19-01-2012 11:05:26;19-01-2012 11:05:36;10
97;Parada de curta duracao;19-01-2012 11:05:36;19-01-2012 11:06:14;38
98;Maquina trabalhando;19-01-2012 11:12:15;19-01-2012 11:12:58;43
98;Retirada do Produto;19-01-2012 11:12:58;19-01-2012 11:12:58;0
98;Alimentacao de Maquina;19-01-2012 11:12:58;19-01-2012 11:13:08;10
98;Parada de curta duracao;19-01-2012 11:13:08;19-01-2012 11:13:17;9
99;Maquina trabalhando;19-01-2012 11:13:17;19-01-2012 11:14:01;44
99;Retirada do Produto;19-01-2012 11:14:01;19-01-2012 11:14:01;0
99;Alimentacao de Maquina;19-01-2012 11:14:01;19-01-2012 11:14:11;10
99;Parada de curta duracao;19-01-2012 11:14:11;19-01-2012 11:14:16;5
100;Maquina trabalhando;19-01-2012 11:14:16;19-01-2012 11:14:59;43
100;Retirada do Produto;19-01-2012 11:14:59;19-01-2012 11:14:59;0
100;Alimentacao de Maquina;19-01-2012 11:14:59;19-01-2012 11:15:09;10
100;Parada de curta duracao;19-01-2012 11:15:09;19-01-2012 11:16:01;52
101;Maquina trabalhando;19-01-2012 11:16:02;19-01-2012 11:16:45;43
101;Retirada do Produto;19-01-2012 11:16:45;19-01-2012 11:16:45;0
101;Alimentacao de Maquina;19-01-2012 11:16:45;19-01-2012 11:16:55;10
101;Parada de curta duracao;19-01-2012 11:16:55;19-01-2012 11:17:00;5
102;Maquina trabalhando;19-01-2012 11:17:00;19-01-2012 11:17:44;44
102;Retirada do Produto;19-01-2012 11:17:44;19-01-2012 11:17:44;0
102;Alimentacao de Maquina;19-01-2012 11:17:44;19-01-2012 11:17:54;10
102;Parada de curta duracao;19-01-2012 11:17:54;19-01-2012 11:18:00;6
103;Maquina trabalhando;19-01-2012 11:18:00;19-01-2012 11:18:44;44
103;Alimentacao de Maquina;19-01-2012 11:18:43;19-01-2012 11:18:53;10
103;Retirada do Produto;19-01-2012 11:18:44;19-01-2012 11:18:44;0
103;Parada de curta duracao;19-01-2012 11:18:53;19-01-2012 11:19:02;9
104;Maquina trabalhando;19-01-2012 11:19:02;19-01-2012 11:19:46;44
104;Retirada do Produto;19-01-2012 11:19:46;19-01-2012 11:19:46;0
104;Alimentacao de Maquina;19-01-2012 11:19:46;19-01-2012 11:19:56;10
104;Parada de curta duracao;19-01-2012 11:19:56;19-01-2012 11:20:03;7
105;Maquina trabalhando;19-01-2012 11:20:03;19-01-2012 11:20:47;44
105;Retirada do Produto;19-01-2012 11:20:47;19-01-2012 11:20:47;0
105;Alimentacao de Maquina;19-01-2012 11:20:47;19-01-2012 11:20:57;10
105;Parada de curta duracao;19-01-2012 11:20:57;19-01-2012 11:21:31;34
106;Maquina trabalhando;19-01-2012 11:21:31;19-01-2012 11:22:15;44
106;Retirada do Produto;19-01-2012 11:22:15;19-01-2012 11:22:15;0
106;Alimentacao de Maquina;19-01-2012 11:22:15;19-01-2012 11:22:25;10
106;Parada de curta duracao;19-01-2012 11:22:25;19-01-2012 11:22:30;5
107;Maquina trabalhando;19-01-2012 11:22:31;19-01-2012 11:23:14;43
107;Retirada do Produto;19-01-2012 11:23:14;19-01-2012 11:23:14;0
107;Alimentacao de Maquina;19-01-2012 11:23:14;19-01-2012 11:23:24;10
107;Parada de curta duracao;19-01-2012 11:23:24;19-01-2012 11:23:28;4
108;Maquina trabalhando;19-01-2012 11:23:28;19-01-2012 11:24:11;43
108;Alimentacao de Maquina;19-01-2012 11:24:11;19-01-2012 11:24:21;10
108;Retirada do Produto;19-01-2012 11:24:12;19-01-2012 11:24:12;0
108;Parada de curta duracao;19-01-2012 11:24:21;19-01-2012 11:24:28;7
109;Maquina trabalhando;19-01-2012 11:24:28;19-01-2012 11:25:12;44
109;Retirada do Produto;19-01-2012 11:25:12;19-01-2012 11:25:12;0
109;Intervalo;19-01-2012 11:25:12;19-01-2012 11:28:14;182
109;Medicao;19-01-2012 11:28:14;19-01-2012 11:38:14;600
110;Maquina trabalhando;19-01-2012 11:28:17;19-01-2012 11:29:00;43
110;Retirada do Produto;19-01-2012 11:29:00;19-01-2012 11:29:00;0
110;Alimentacao de Maquina;19-01-2012 11:29:00;19-01-2012 11:29:10;10
110;Parada de curta duracao;19-01-2012 11:29:10;19-01-2012 11:29:13;3
111;Maquina trabalhando;19-01-2012 11:29:13;19-01-2012 11:29:57;44
111;Retirada do Produto;19-01-2012 11:29:57;19-01-2012 11:29:57;0
111;Alimentacao de Maquina;19-01-2012 11:29:57;19-01-2012 11:30:07;10
111;Parada de curta duracao;19-01-2012 11:30:07;19-01-2012 11:30:12;5
112;Maquina trabalhando;19-01-2012 11:30:13;19-01-2012 11:30:56;43
112;Retirada do Produto;19-01-2012 11:30:56;19-01-2012 11:30:56;0
112;Alimentacao de Maquina;19-01-2012 11:30:56;19-01-2012 11:31:06;10
112;Parada de curta duracao;19-01-2012 11:31:06;19-01-2012 11:31:20;14
113;Maquina trabalhando;19-01-2012 11:39:27;19-01-2012 11:40:10;43
113;Retirada do Produto;19-01-2012 11:40:10;19-01-2012 11:40:10;0
113;Alimentacao de Maquina;19-01-2012 11:40:10;19-01-2012 11:40:20;10
113;Parada de curta duracao;19-01-2012 11:40:20;19-01-2012 11:40:26;6
114;Maquina trabalhando;19-01-2012 11:40:26;19-01-2012 11:41:11;45
114;Retirada do Produto;19-01-2012 11:41:11;19-01-2012 11:41:11;0
114;Alimentacao de Maquina;19-01-2012 11:41:11;19-01-2012 11:41:21;10
114;Parada de curta duracao;19-01-2012 11:41:21;19-01-2012 11:42:00;39
115;Maquina trabalhando;19-01-2012 11:42:00;19-01-2012 11:42:44;44
115;Retirada do Produto;19-01-2012 11:42:44;19-01-2012 11:42:44;0
115;Alimentacao de Maquina;19-01-2012 11:42:44;19-01-2012 11:42:54;10
115;Retirada do Produto;19-01-2012 11:42:49;19-01-2012 11:42:49;0
115;Alimentacao de Maquina;19-01-2012 11:42:49;19-01-2012 11:42:59;10
116;Maquina trabalhando;19-01-2012 11:42:58;19-01-2012 11:43:41;43
116;Parada de curta duracao;19-01-2012 11:42:59;19-01-2012 11:43:41;42
116;Retirada do Produto;19-01-2012 11:43:41;19-01-2012 11:43:41;0
116;Alimentacao de Maquina;19-01-2012 11:43:41;19-01-2012 11:43:51;10
116;Parada de curta duracao;19-01-2012 11:43:51;19-01-2012 11:43:57;6
117;Maquina trabalhando;19-01-2012 11:43:57;19-01-2012 11:44:42;45
117;Retirada do Produto;19-01-2012 11:44:42;19-01-2012 11:44:42;0
117;Alimentacao de Maquina;19-01-2012 11:44:42;19-01-2012 11:44:52;10
117;Parada de curta duracao;19-01-2012 11:44:52;19-01-2012 11:44:56;4
118;Maquina trabalhando;19-01-2012 11:44:56;19-01-2012 11:45:40;44
118;Retirada do Produto;19-01-2012 11:45:40;19-01-2012 11:45:40;0
118;Alimentacao de Maquina;19-01-2012 11:45:40;19-01-2012 11:45:50;10
118;Parada de curta duracao;19-01-2012 11:45:50;19-01-2012 11:45:53;3
119;Maquina trabalhando;19-01-2012 11:45:54;19-01-2012 11:46:37;43
119;Retirada do Produto;19-01-2012 11:46:37;19-01-2012 11:46:37;0
119;Alimentacao de Maquina;19-01-2012 11:46:37;19-01-2012 11:46:47;10
119;Parada de curta duracao;19-01-2012 11:46:47;19-01-2012 11:47:56;69
120;Maquina trabalhando;19-01-2012 11:47:56;19-01-2012 11:48:39;43
120;Retirada do Produto;19-01-2012 11:48:39;19-01-2012 11:48:39;0
120;Alimentacao de Maquina;19-01-2012 11:48:39;19-01-2012 11:48:49;10
120;Parada de curta duracao;19-01-2012 11:48:49;19-01-2012 11:48:53;4
121;Maquina trabalhando;19-01-2012 11:48:53;19-01-2012 11:49:37;44
121;Retirada do Produto;19-01-2012 11:49:37;19-01-2012 11:49:37;0
121;Alimentacao de Maquina;19-01-2012 11:49:37;19-01-2012 11:49:47;10
121;Parada de curta duracao;19-01-2012 11:49:47;19-01-2012 11:49:52;5
122;Maquina trabalhando;19-01-2012 11:49:52;19-01-2012 11:50:36;44
122;Retirada do Produto;19-01-2012 11:50:36;19-01-2012 11:50:36;0
122;Alimentacao de Maquina;19-01-2012 11:50:36;19-01-2012 11:50:46;10
122;Parada de curta duracao;19-01-2012 11:50:46;19-01-2012 11:51:38;52
123;Maquina trabalhando;19-01-2012 11:51:38;19-01-2012 11:52:22;44
123;Retirada do Produto;19-01-2012 11:52:22;19-01-2012 11:52:22;0
123;Alimentacao de Maquina;19-01-2012 11:52:22;19-01-2012 11:52:32;10
123;Parada de curta duracao;19-01-2012 11:52:32;19-01-2012 11:52:36;4
124;Maquina trabalhando;19-01-2012 11:52:36;19-01-2012 11:53:21;45
124;Retirada do Produto;19-01-2012 11:53:21;19-01-2012 11:53:21;0
124;Alimentacao de Maquina;19-01-2012 11:53:21;19-01-2012 11:53:31;10
124;Parada de curta duracao;19-01-2012 11:53:31;19-01-2012 11:53:34;3
125;Maquina trabalhando;19-01-2012 11:53:34;19-01-2012 11:54:17;43
125;Retirada do Produto;19-01-2012 11:54:17;19-01-2012 11:54:17;0
125;Alimentacao de Maquina;19-01-2012 11:54:17;19-01-2012 11:54:27;10
125;Parada de curta duracao;19-01-2012 11:54:27;19-01-2012 11:54:30;3
126;Maquina trabalhando;19-01-2012 11:54:30;19-01-2012 11:55:14;44
126;Retirada do Produto;19-01-2012 11:55:14;19-01-2012 11:55:14;0
126;Reajustes;19-01-2012 11:55:14;19-01-2012 11:57:12;118
127;Maquina trabalhando;19-01-2012 11:57:13;19-01-2012 11:57:59;46
127;Retirada do Produto;19-01-2012 11:57:59;19-01-2012 11:57:59;0
127;Alimentacao de Maquina;19-01-2012 11:57:59;19-01-2012 11:58:09;10
127;Parada de curta duracao;19-01-2012 11:58:09;19-01-2012 11:58:15;6
128;Maquina trabalhando;19-01-2012 11:58:15;19-01-2012 11:59:00;45
128;Retirada do Produto;19-01-2012 11:59:00;19-01-2012 11:59:00;0
128;Alimentacao de Maquina;19-01-2012 11:59:00;19-01-2012 11:59:10;10
128;Parada de curta duracao;19-01-2012 11:59:10;19-01-2012 12:00:09;59
129;Maquina trabalhando;19-01-2012 12:00:10;19-01-2012 12:00:53;43
129;Retirada do Produto;19-01-2012 12:00:53;19-01-2012 12:00:53;0
129;Alimentacao de Maquina;19-01-2012 12:00:53;19-01-2012 12:01:03;10
129;Parada de curta duracao;19-01-2012 12:01:03;19-01-2012 12:01:08;5
130;Maquina trabalhando;19-01-2012 12:01:08;19-01-2012 12:01:52;44
130;Retirada do Produto;19-01-2012 12:01:52;19-01-2012 12:01:52;0
130;Alimentacao de Maquina;19-01-2012 12:01:52;19-01-2012 12:02:02;10
130;Parada de curta duracao;19-01-2012 12:02:02;19-01-2012 12:02:20;18
131;Maquina trabalhando;19-01-2012 12:02:21;19-01-2012 12:03:04;43
131;Retirada do Produto;19-01-2012 12:03:04;19-01-2012 12:03:04;0
131;Alimentacao de Maquina;19-01-2012 12:03:04;19-01-2012 12:03:14;10
131;Parada de curta duracao;19-01-2012 12:03:14;19-01-2012 12:03:31;17
132;Maquina trabalhando;19-01-2012 12:03:31;19-01-2012 12:04:14;43
132;Retirada do Produto;19-01-2012 12:04:14;19-01-2012 12:04:14;0
132;Alimentacao de Maquina;19-01-2012 12:04:14;19-01-2012 12:04:24;10
132;Parada de curta duracao;19-01-2012 12:04:24;19-01-2012 12:04:32;8
133;Maquina trabalhando;19-01-2012 12:04:32;19-01-2012 12:05:15;43
133;Alimentacao de Maquina;19-01-2012 12:05:15;19-01-2012 12:05:25;10
133;Retirada do Produto;19-01-2012 12:05:16;19-01-2012 12:05:16;0
133;Parada de curta duracao;19-01-2012 12:05:25;19-01-2012 12:05:38;13
134;Maquina trabalhando;19-01-2012 12:05:38;19-01-2012 12:06:22;44
134;Retirada do Produto;19-01-2012 12:06:22;19-01-2012 12:06:22;0
134;Alimentacao de Maquina;19-01-2012 12:06:22;19-01-2012 12:06:32;10
134;Parada de curta duracao;19-01-2012 12:06:32;19-01-2012 12:06:55;23
135;Maquina trabalhando;19-01-2012 12:06:55;19-01-2012 12:07:40;45
135;Retirada do Produto;19-01-2012 12:07:40;19-01-2012 12:07:40;0
135;Alimentacao de Maquina;19-01-2012 12:07:40;19-01-2012 12:07:50;10
135;Parada de curta duracao;19-01-2012 12:07:50;19-01-2012 12:08:06;16
136;Maquina trabalhando;19-01-2012 12:08:06;19-01-2012 12:08:49;43
136;Retirada do Produto;19-01-2012 12:08:49;19-01-2012 12:08:49;0
136;Alimentacao de Maquina;19-01-2012 12:08:49;19-01-2012 12:08:59;10
136;Parada de curta duracao;19-01-2012 12:08:59;19-01-2012 12:09:08;9
137;Maquina trabalhando;19-01-2012 12:09:08;19-01-2012 12:09:51;43
137;Alimentacao de Maquina;19-01-2012 12:09:51;19-01-2012 12:10:01;10
137;Retirada do Produto;19-01-2012 12:09:52;19-01-2012 12:09:52;0
137;Parada de curta duracao;19-01-2012 12:10:01;19-01-2012 12:10:06;5
138;Maquina trabalhando;19-01-2012 12:10:07;19-01-2012 12:10:51;44
138;Retirada do Produto;19-01-2012 12:10:51;19-01-2012 12:10:51;0
138;Alimentacao de Maquina;19-01-2012 12:10:51;19-01-2012 12:11:01;10
138;Parada de curta duracao;19-01-2012 12:11:01;19-01-2012 12:11:04;3
139;Maquina trabalhando;19-01-2012 12:11:04;19-01-2012 12:11:47;43
139;Retirada do Produto;19-01-2012 12:11:47;19-01-2012 12:11:47;0
139;Alimentacao de Maquina;19-01-2012 12:11:47;19-01-2012 12:11:57;10
139;Parada de curta duracao;19-01-2012 12:11:57;19-01-2012 12:12:02;5
140;Maquina trabalhando;19-01-2012 12:12:02;19-01-2012 12:12:46;44
140;Retirada do Produto;19-01-2012 12:12:46;19-01-2012 12:12:46;0
140;Alimentacao de Maquina;19-01-2012 12:12:46;19-01-2012 12:12:56;10
140;Parada de curta duracao;19-01-2012 12:12:56;19-01-2012 12:13:02;6
141;Maquina trabalhando;19-01-2012 12:13:03;19-01-2012 12:13:46;43
141;Retirada do Produto;19-01-2012 12:13:46;19-01-2012 12:13:46;0
141;Alimentacao de Maquina;19-01-2012 12:13:46;19-01-2012 12:13:56;10
141;Parada de curta duracao;19-01-2012 12:13:56;19-01-2012 12:14:03;7
142;Maquina trabalhando;19-01-2012 12:14:03;19-01-2012 12:14:46;43
142;Retirada do Produto;19-01-2012 12:14:46;19-01-2012 12:14:46;0
142;Alimentacao de Maquina;19-01-2012 12:14:46;19-01-2012 12:14:56;10
142;Parada de curta duracao;19-01-2012 12:14:56;19-01-2012 12:15:06;10
143;Maquina trabalhando;19-01-2012 12:15:06;19-01-2012 12:15:50;44
143;Retirada do Produto;19-01-2012 12:15:50;19-01-2012 12:15:50;0
143;Alimentacao de Maquina;19-01-2012 12:15:50;19-01-2012 12:16:00;10
143;Parada de curta duracao;19-01-2012 12:16:00;19-01-2012 12:16:04;4
144;Maquina trabalhando;19-01-2012 12:16:05;19-01-2012 12:16:48;43
144;Retirada do Produto;19-01-2012 12:16:48;19-01-2012 12:16:48;0
144;Alimentacao de Maquina;19-01-2012 12:16:48;19-01-2012 12:16:58;10
144;Parada de curta duracao;19-01-2012 12:16:58;19-01-2012 12:17:03;5
145;Maquina trabalhando;19-01-2012 12:17:04;19-01-2012 12:17:48;44
145;Retirada do Produto;19-01-2012 12:17:48;19-01-2012 12:17:48;0
145;Alimentacao de Maquina;19-01-2012 12:17:48;19-01-2012 12:17:58;10
145;Parada de curta duracao;19-01-2012 12:17:58;19-01-2012 12:18:05;7
146;Maquina trabalhando;19-01-2012 12:18:05;19-01-2012 12:18:48;43
146;Retirada do Produto;19-01-2012 12:18:48;19-01-2012 12:18:48;0
146;Alimentacao de Maquina;19-01-2012 12:18:48;19-01-2012 12:18:58;10
146;Parada de curta duracao;19-01-2012 12:18:58;19-01-2012 12:19:03;5
147;Maquina trabalhando;19-01-2012 12:19:03;19-01-2012 12:19:47;44
147;Retirada do Produto;19-01-2012 12:19:47;19-01-2012 12:19:47;0
147;Alimentacao de Maquina;19-01-2012 12:19:47;19-01-2012 12:19:57;10
147;Parada de curta duracao;19-01-2012 12:19:57;19-01-2012 12:20:02;5
148;Maquina trabalhando;19-01-2012 12:20:02;19-01-2012 12:20:47;45
148;Retirada do Produto;19-01-2012 12:20:47;19-01-2012 12:20:47;0
148;Alimentacao de Maquina;19-01-2012 12:20:47;19-01-2012 12:20:57;10
148;Parada de curta duracao;19-01-2012 12:20:57;19-01-2012 12:21:05;8
149;Maquina trabalhando;19-01-2012 12:21:06;19-01-2012 12:21:49;43
149;Retirada do Produto;19-01-2012 12:21:49;19-01-2012 12:21:49;0
149;Alimentacao de Maquina;19-01-2012 12:21:49;19-01-2012 12:21:59;10
149;Parada de curta duracao;19-01-2012 12:21:59;19-01-2012 12:22:09;10
150;Maquina trabalhando;19-01-2012 12:22:10;19-01-2012 12:22:53;43
150;Retirada do Produto;19-01-2012 12:22:53;19-01-2012 12:22:53;0
150;Alimentacao de Maquina;19-01-2012 12:22:53;19-01-2012 12:23:03;10
150;Parada de curta duracao;19-01-2012 12:23:03;19-01-2012 12:23:09;6
151;Maquina trabalhando;19-01-2012 12:23:10;19-01-2012 12:23:53;43
151;Retirada do Produto;19-01-2012 12:23:53;19-01-2012 12:23:53;0
151;Alimentacao de Maquina;19-01-2012 12:23:53;19-01-2012 12:24:03;10
151;Parada de curta duracao;19-01-2012 12:24:03;19-01-2012 12:24:08;5
152;Maquina trabalhando;19-01-2012 13:34:04;19-01-2012 13:34:49;45
152;Alimentacao de Maquina;19-01-2012 13:34:49;19-01-2012 13:34:59;10
152;Retirada do Produto;19-01-2012 13:34:50;19-01-2012 13:34:50;0
152;Parada de curta duracao;19-01-2012 13:34:59;19-01-2012 13:35:04;5
153;Maquina trabalhando;19-01-2012 13:35:04;19-01-2012 13:35:47;43
153;Retirada do Produto;19-01-2012 13:35:47;19-01-2012 13:35:47;0
153;Alimentacao de Maquina;19-01-2012 13:35:47;19-01-2012 13:35:57;10
153;Parada de curta duracao;19-01-2012 13:35:57;19-01-2012 13:36:29;32
154;Maquina trabalhando;19-01-2012 13:36:29;19-01-2012 13:37:13;44
154;Retirada do Produto;19-01-2012 13:37:13;19-01-2012 13:37:13;0
154;Alimentacao de Maquina;19-01-2012 13:37:13;19-01-2012 13:37:23;10
154;Parada de curta duracao;19-01-2012 13:37:23;19-01-2012 13:37:31;8
155;Maquina trabalhando;19-01-2012 13:37:31;19-01-2012 13:38:15;44
155;Retirada do Produto;19-01-2012 13:38:15;19-01-2012 13:38:15;0
155;Alimentacao de Maquina;19-01-2012 13:38:15;19-01-2012 13:38:25;10
155;Parada de curta duracao;19-01-2012 13:38:25;19-01-2012 13:39:48;83
156;Maquina trabalhando;19-01-2012 13:39:48;19-01-2012 13:40:32;44
156;Retirada do Produto;19-01-2012 13:40:32;19-01-2012 13:40:32;0
156;Alimentacao de Maquina;19-01-2012 13:40:32;19-01-2012 13:40:42;10
156;Parada de curta duracao;19-01-2012 13:40:42;19-01-2012 13:40:47;5
157;Maquina trabalhando;19-01-2012 13:40:48;19-01-2012 13:41:31;43
157;Retirada do Produto;19-01-2012 13:41:31;19-01-2012 13:41:31;0
157;Alimentacao de Maquina;19-01-2012 13:41:31;19-01-2012 13:41:41;10
157;Parada de curta duracao;19-01-2012 13:41:41;19-01-2012 13:41:58;17
158;Maquina trabalhando;19-01-2012 13:41:58;19-01-2012 13:42:41;43
158;Retirada do Produto;19-01-2012 13:42:41;19-01-2012 13:42:41;0
158;Alimentacao de Maquina;19-01-2012 13:42:41;19-01-2012 13:42:51;10
158;Parada de curta duracao;19-01-2012 13:42:51;19-01-2012 13:43:21;30
159;Maquina trabalhando;19-01-2012 13:43:21;19-01-2012 13:44:05;44
159;Retirada do Produto;19-01-2012 13:44:05;19-01-2012 13:44:05;0
159;Alimentacao de Maquina;19-01-2012 13:44:05;19-01-2012 13:44:15;10
159;Parada de curta duracao;19-01-2012 13:44:15;19-01-2012 13:44:23;8
160;Maquina trabalhando;19-01-2012 13:44:23;19-01-2012 13:45:07;44
160;Retirada do Produto;19-01-2012 13:45:07;19-01-2012 13:45:07;0
160;Alimentacao de Maquina;19-01-2012 13:45:07;19-01-2012 13:45:17;10
160;Parada de curta duracao;19-01-2012 13:45:17;19-01-2012 13:46:05;48
161;Maquina trabalhando;19-01-2012 13:46:05;19-01-2012 13:46:49;44
161;Retirada do Produto;19-01-2012 13:46:49;19-01-2012 13:46:49;0
161;Reajustes;19-01-2012 13:46:49;19-01-2012 13:51:59;310
162;Maquina trabalhando;19-01-2012 13:52:01;19-01-2012 13:52:45;44
162;Retirada do Produto;19-01-2012 13:52:45;19-01-2012 13:52:45;0
162;Alimentacao de Maquina;19-01-2012 13:52:45;19-01-2012 13:52:55;10
162;Parada de curta duracao;19-01-2012 13:52:55;19-01-2012 13:53:17;22
163;Maquina trabalhando;19-01-2012 13:53:17;19-01-2012 13:54:01;44
163;Retirada do Produto;19-01-2012 13:54:01;19-01-2012 13:54:01;0
163;Alimentacao de Maquina;19-01-2012 13:54:01;19-01-2012 13:54:11;10
163;Parada de curta duracao;19-01-2012 13:54:11;19-01-2012 13:54:14;3
164;Maquina trabalhando;19-01-2012 13:54:15;19-01-2012 13:54:59;44
164;Retirada do Produto;19-01-2012 13:54:59;19-01-2012 13:54:59;0
164;Alimentacao de Maquina;19-01-2012 13:54:59;19-01-2012 13:55:09;10
164;Parada de curta duracao;19-01-2012 13:55:09;19-01-2012 13:55:12;3
165;Maquina trabalhando;19-01-2012 13:55:13;19-01-2012 13:55:56;43
165;Retirada do Produto;19-01-2012 13:55:56;19-01-2012 13:55:56;0
165;Alimentacao de Maquina;19-01-2012 13:55:56;19-01-2012 13:56:06;10
165;Parada de curta duracao;19-01-2012 13:56:06;19-01-2012 13:56:13;7
166;Maquina trabalhando;19-01-2012 13:56:13;19-01-2012 13:56:56;43
166;Alimentacao de Maquina;19-01-2012 13:56:56;19-01-2012 13:57:06;10
166;Retirada do Produto;19-01-2012 13:56:57;19-01-2012 13:56:57;0
166;Parada de curta duracao;19-01-2012 13:57:06;19-01-2012 13:57:13;7
167;Maquina trabalhando;19-01-2012 13:57:13;19-01-2012 13:57:56;43
167;Alimentacao de Maquina;19-01-2012 13:57:56;19-01-2012 13:58:06;10
